ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Latitude,Longitude,Modified
1987.014.XXX.JSJoh,The Right Light,1987,1 W. Pratt Street,,J. Seward Johnson,Sculpture,in place,Mayor & City Council,Baltimore City Department of Housing and Community Development,Baltimore Office of Promotion and the Arts,,,,,,Baltimore,MD,21201,Baltimore Convention Center,Inside Otterbein Lobby on Sharp St.,Baltimore Convention Center,Indoor,bronze,A painter standing at his easel working on a realistic painting on the view from the convention center,"20190717135149291.pdf (https://v5.airtableusercontent.com/v1/13/13/1670558400000/NlVS8cQw8qeNK7lOoK98gA/ftai2yXmxY6hNyc5wUEXDXGRYmkvK5dBEPs1abnbIj03b6EV-B_j8d9cMdqhrlUXAlXU2TyCUN9Hh_CxVlHigNLEUMHYOXfTVHLQi4YQpps/GJAg3qEOcNgM4iwet0JvGfN5jHzG5RmmPOuvRDkN4Hk),IMG_8418.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/lZ2M86SWJc_ymfmFgDMo3Q/GQhEShfw9IcdZjH3lxz8_kY01iTKaefsxKdcoiB58papSGaaq2rfdHh4J8pAOOGAKQTcLy7JQh_AT4n0k4VtlmQRbkVz-QaYa4vH_1CNVZg/vxtto_TLnw1JxBWwG4Sk2LjaA_QZBtl0POh1tWrQvR8),IMG_8419.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/fLaa5Lge4jJImgEB_yq4NQ/2XqToRGc_1AqX9PvV4pZr8FMBKzFGenQ9O79B3h3-U-Aq_3qwZHX3XGwP1ahUjxLfaW7sEG1Fd6C3KXk2zp6OLqwesxYYl8NzDIhp4RepYo/sEQV3iD4D2udg3-Lzk06pbsVEB3jyiGNH7Q9unbWxkc),IMG_8420.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/qKEDcTHYp1fzCVu6k8LuoA/mK7XOZsh818NwHYRpsE6-NI4ikytG_EL9RhsLByyI55XGTUn79c9BunFyzUhPG3OSf8Gx0Yivqsp7LcXcQqFly9y2rdEBljzMywJ8nhxoe8/tdyAw7Sf4-ywiyi6lWguDN4XMek_QrHdWQJz78URudc),IMG_8421.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/BcJugF1RcCQTHWupZarDpg/uHPfLDWzujhd4ftpVsS3_CfnAXkYboSzPvmu3uhZatAiwxthg_BEoI7BeAfUsZgD21Vc71B-F_j7ODKKEQPbhAxqJiM5kCA2uNl6ahgjnDE/BDKjxfsiNQ4ED4QVPryGjgNZla-SbSuIdmM7PqYhR-4),IMG_8422.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/UnnhGzi1C3dYlwexQS-PKw/D2Ip0cKYPW7fDbmFqpOfWd1DppBSQ_8HB59lXXsKszvWl3sdRiGsiJYhDoNLDjoa9oGJ-sTdM_jNZhdeEl07amzYSXftY5NdbfIr96iz58o/KD5nUkU9fc0mlh6Lzg2pMYD5tkIyvwDabu4JhI05Uns),IMG_8423.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/x3mxrvZnnWqXL1XSxBQyNA/dYB8AbfjO2hey9ncAbVJXxaPWcmG_wI325TJ96xQ3uapeFsQcmLATmw1yggVP39yfsj0Gxm1PwykjhFf-PONvGhwDws8p8fpZgaGC92rcQo/xCU8WneC3wjKfBAQ_HPbGOxiMrZiLkWlAO-z47KZzTs),IMG_8424.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/bUg-M3rfVGE7CUfprXzKBw/qGpqQ9R9KhHuoZ3dpGaLQmbK4OPdrC5I1dhfJqSDDEi9Q-BoP3n0O7mloIPXKMzQS0dl7JKO1f7VPqH25wWHpBB9pcj4ZSzDyIjCkwzt3UU/5Dm9sNA7PQ7T6-0j4SVZFtRNGS38ERrL17W8rTYgw30),IMG_8425.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/094VW2k0HYhqSEauboDpqA/kneYnP9xm5FfrkOsqTnwMMdqmuNdN0LCpDGkPGaiRvmhBPHhrv1U1MWzTuh69BNPKVQmjMOFQqJLoaLBP_u4bJiPjUBtO_EN7U4aukEkMs8/oEyV63vsQWVUuX0umfZ5c9n4QVEmrKtILXRtfEI5oNU),IMG_8426.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/BdKVJfj2DmgSjhVQVlcmjw/QL5dQP-8EhEvg6Wvg6gr86aVD-8Hzu2HRg6qifdB_jrGTya6G_2yE2vWNOVs9Sn2wymYXCbQ-efq9aB_UaNUOBD6aS27yM3O_KfJE4JyM50/pugQOQoqVPMUtPMfu3hFNkzx2iwOXqWedPXlFSnWmtk),IMG_8427.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/hVLbc5qZS1mS84LsIVL69Q/ewA3TxuBG5Gy6773AUZ2B4Q5RvrMVbva0nMFVioxgwRM6WJuVNqUY0-g2aAKjd-bdfGaxVhztzb53G9tFZS8XQLo_hm8fKuMVeEV1rNuN6I/KKrPVUr0KpvmIVVIUAuy3xacmMKE32KjqA3-_xuSpxA),IMG_8428.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/NHfAe7_pYpNQxJN-QQIP-w/kl9UYog_Z7Se8BGV2kVgABngU0oFXCgHSKarIEeDuRpoPCoZ8y0kiMOMXOvjlERCspzNuw3XS5agl2MTdgXZTAAaR0940wDMUzthaKgaUak/zzzxZFFBSgMzlLgLtVQBdjxSvAMWVvFWFx2aZIwNevY),IMG_8429.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/8IlBMm_fORwl6hbph08kGg/npS45TwZIlQErPFJK-efWFVBZ4W_Gmd8gtYkzNhuqBcBKVGP67zUIY27jJ9DlabwHIBGoey0R8lq_2BGn69a-XT0xdajEJ0SNKl7sYanvkY/lCbsyh0TKa7JWn4zoJG3o2JuTtlxPPiTuOYVfJHvqDE),IMG_8430.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/B3hDYLzu5HJFbIHl3RRrkQ/A8bF_HtaOcKJBcvvoGQaz3DxOLQNGWHTBuR12dUcxDHwkatLtQXaOGeW8sfKSXtCspnsw41kD6kE6W6PgGtVI-aI6FreqP_rBi4SryLCu8M/rYgKlPrf3rtqlRcGWBglvTiU_F2goD0iGwt8BqfY2w4)",,,,Male,,"Good condition; graffiti on 'canvas', would benefit from treatment",checked,,,,node/9971241723,District 11,Downtown West,Inner Harbor/Federal Hill,4967,,"Condition assessment (2009),Condition assessment (1991)","Good condition, graffiti on 'canvas', would benefit from treatment",,39.28525403,-76.61758089,12/8/2022 2:54pm
,Rock Chair,1986,10 Art Museum Drive,,Scott Burton,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,granite,,,,1986–87,,Male,,,,,,,node/8908165924,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,,,,,,39.326707,-76.618257,12/8/2022 2:54pm
478,The Vine Covered Passerelle,1986,6513 Wabash Avenue,,Rockne Krebs,Sculpture,removed,State of Maryland,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,,,Baltimore,MD,21215,Reisterstown Plaza Station (Metro),,,Outdoor,,,"Metro%2BTiles%2Bin%2BTensile%2BMembrane%2BRP%2BPassarelle.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/GJRNUymQZTSr-6RQtpQTBQ/gCH0zidzUnmtaHFRudvH9V_6J8OZbHZPtwQGA0jrVwRlV-YFYCKupO1NegZ_E4syKa1jQ0JXqowfpgcZ5w9swMwNh44N2eToBL9n-dUs3ENLC5lnEbSvKLCQN1z18UVFc-PfDNaBoEG1fC0QcyiSQw/NHo-tyR9I2Ff_nXkI4vJsP0SsfqX6lSAqpfHIJCXYAw),Metro%2BTile%2BMTA%2BRules%2BRP%2BStation%2BPassarelle.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/x8qOvhNOtXUIgQNaQ4oxEQ/64QMjY0BzMBtkl-zhh_fyWgU4zrCQDh9Zt_lxP7-cYyBlP0eWDI3MiLk3PMJJdeS0bhUpZtoEJiOOOJmwL94lyWFGDEqOOwC0DOZimpjQgNNWNdc9xd5Faay2YniUG0QnCIMveD0QWmfIaJji2Gjlg/bWsAyP5FG15caGqJ6Z3WTFezWjFfn08GMnJx5_hWW8k),Metro%2BTile%2BLove%2BYou%2BMom%2BRP%2BPassarelle.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/GyOPUMQy_1zaDPRAOAMsIA/V_um4BjMSD4Hk9dg17tXUSAaC-tsw0uVoaeeIt04moQ7tyRFFSUkTN0aoAl1vqCixns_xaVIeC_5C2MIHxIbobmmNEJc1rLVmcuUQjvUx_CshveUVTWYdKSIV4Xeh9tK9ilhN6w39DKW-SsRve5EoA/17DJKnc1r6R313xEml9DvnyOQay4kW8wUJXxkM3Mzew),Michaels%2Bpen%2Band%2Bink%2Bdrawing%2Bfeaturing%2BVine%2BCovered%2BPassarelle.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/cVVZvJUkrcj9zn1j47XcBg/IPaInOVG01ZTVeIdsOMFQ1C8e-w2pPrBq5CqKS-zi7YNcH2GFRAyZTGcsxp6uDdzPXwaxYAPG7OTAI7BRnbIxPhmhrx-I2HzsCvQaK1sFHuPjMmNSaoGLGtbPxtyv5iHnULKuaOtuTpecMXK5Cp0KZS1uv_1szONC8NNl5CBIUZg-P2xiqNiGN5TJCNI-VFK/VqWvAahRH5gAXHoEt2RzWpfwclMG0gLEQK4fRk4Xi9M)",,,,Male,,,,,,,,District 5,Seton Business Park,Howard Park/West Arlington,5878,,,,,39.3520113,-76.7077305,12/8/2022 2:54pm
1986.001.XXX.RoAnd,Unknown [Officer and Boy],1986,10 Cherry Hill Road,,Ronald Anderson,Sculpture,in place,,,,,,,,,Baltimore,MD,21230,Southern District Police Station,Cherry Hill and Hanover corner,,,concrete,,"1986.001.XXX.RoAnd-Photo2016.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/a4ezDPDMd_zp14yHO0XL8g/g9imtUOG_Sa8S8Y4A2C97VwFFc-CbZ1QM7eeYhE8rzgaQu2Lu-2MPo5cnreSB-Po0Q8PWFqIg9EeXjXo6JWg1g/cIxWz-SHac15vFdE1a9nzDQnlCW-zsNU_zjUnMdYDdQ),1986.001.XXX.RoAnd-Photo2016 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/cHSCsZmoLsgVRNI2w-xRVg/Y3PdKQqMCIdXohKcUq558AX8gj_I51UyaYr2z8WoHIgobOvtVgizUXTo9D3whQGH5OU4lUl1VZ1fUmwsSwvlcQ/uMywcWvwkhghYCJ4FQZ6WdRxbudyrRYbXXcXoSdgd2Q),1986.001.XXX.RoAnd-Photo2016 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/lyaLkDA74CBfgDixiMebkA/dscJs_eiPMwbmKO-b3D2Wj7KU9YnkhUXLkhHT4hEelLaGRcD_ngiZvwEWBpS_9fUUpfgqmGjBCK7EDftQhRtRQ/jk8oXPT0SAc_WUsIlA0gZtujhh5n3LHMP9RB4aq6u9E),1986.001.XXX.RoAnd-Photo2016 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/JThsdXRNso9uWCKluQ3zRQ/sT29W0xn6Z9qzf7VdE9e5LbkS1A8F43A5a2YICaQqDlD5snXm4yr66ITT27anEAcgMkWW6LGSbAXrXkXosL_BQ/N-ItolOZrYO76ZevWtAH2U0Np63ZzzqHl4aPR7RvKLE)",,,4 ft. 4 in. x 4 ft. x 3 ft,Male,,,checked,,,,,District 10,Cherry Hill,Cherry Hill,1056,,Condition assessment (1991),Behind overgrown bushes/ dirty,,39.2528705,-76.6194028,12/8/2022 2:54pm
,Untitled,1986,10 Art Museum Drive,,Ellsworth Kelly,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,stainless steel,,,,,,,,,,,,,node/8908165923,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,,,,,,39.326707,-76.618257,12/8/2022 2:54pm
1986.002.PfA.HaPet,Untitled,1986,301 Stockholm Street,,Harvey Peterson,Sculpture,,,,,Percent for Public Art (BOPA),,,,,Baltimore,MD,21230,Municipal Animal Shelter,Roof top,,,neon,,,,,,Male,,,checked,,,,,District 11,Carroll - Camden Industrial Area,Washington Village/Pigtown,1950,,Condition assessment (1991),Good/ Neon lights occasionally go out and time lapses before repair,,39.2741993,-76.6212597,12/8/2022 2:54pm
1985.006.XXX.GeGre,Engine Company 43,1985,1100 Walters Avenue,,George Mossman Greenamyer,Sculpture,in place,,,,,,,,,Baltimore,MD,21239,Fire Station #43,Chinaquapin Street,,,steel,,"DSC_0205.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/VCC_FlG2PWf6no9V__bauw/e8VAjqBfgGUiUAH9odFDNh4iDp7hbZL6GLbRoK-o4HkHzSiVy5EHiuaayIHSq2wa/7LPiKAMKx8VXx1UOp7KTgu7OY7VFvyTB-Ejneq6uI-s),DSC_0201.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/LMt_GyH8BhSPnXOfTCcMsg/Jrkcf671X0ttGZ3nFiK0e4Q7v19xWMvf_Y9x1_iHdMv_dJBBksTPIijHZdKqNH2Q/S5RpMB6XCmiAtlBJPpdDoYtzWeRDChcGwIKdu7imrNE),DSC_0199.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/i5J1ImJDhlUeqL1ncjjZ6g/6l9NhwsSInBzW8my6R1wNoo7bBEADc8QxvLixyN05gCBUTiA1fLSU9_v07rsMV27/GSj60OE_lJo_ZW2xcLSaaH0OKZfhPMkC3QhkRrwiZXw),DSC_0197.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/FBvCRPWSZmMXPby3Vz8lRw/U9_aBeYLKnOxU6DReDC-cuwly8T0ZVqf52DKAtyE8j_XfY9sMjOOuFstFIMEBfbT/4N4w-am9kI5BiS5-SCUC0Fx1I0udmhKRz8YKs4P_Y40),DSC_0196.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/ZoILl8QxNJfgYmRB8q8rWQ/6uRyVFOGSxrzxQQkZF5q6LUKf4KTKvs4FgXd_H9MywXEJvJbJS6r2NnRDy3SdxGZ/kn4XYGC81DH4ZfRrDMT0BFnkrP4SCVrY67tWeMryHnY),DSC_0195.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/61I5-WZjFf8var-_CMVneA/avBDyqgRBKZKM0wdvj-pYHeWtkx0zM8tJOpXRFmtz7-beZBca5rcIJvOV8Ky2y68/QOFNDq3SPZViw9C1Kto4zt56gbJ5ux_AKOtv9A5tl7o),DSC_0194.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/CKIGAEIOsu1935jispGjIQ/qqzb7zE7-nZzBQfLG1R85JTVn26dUgm_sY2hdr2--H32uK5sefHk0X2AoCYR3Ngz/w2paa5d2UJnCX3B7hbR7XlUkGp7llAjbgmntQFWcfE4),DSC_0193.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/MFOgz0Ke_vF7TTYSJ_LMdQ/4jlSjiKf8w2NBCd7Tm_rcQIYHqWSHejeZVCGgdFZwYxC7ZXqcnyMq1yhZtlLudEt/k_PPa-LO4FCj_3Rx6y4VoxQXtSmuhpGrkaX9sBMIOT4),DSC_0192.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/f0vtPvUZMKXOH8DzpYvFKg/rscyViZbUZajxA7dSlHW7q6JrewIpmSm2znsWwDNpo6HUgucFlkwC5_mVzwXFDkR/tCfh2hrArh0ogYXD19jbS2Qn6osnG1K0RaM5w5qZdts),24_ GreenamyerG_1985-Photo2016.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/TnzQk8hl95dnSRs7XBmtbg/Aun-RE-00SChVpML00Iceo-1t6agZSjS4BnDy4w3XKQU7Rl3HpwHiL31bGYLQZTqW6ZGySl2HvI-fNluxg2Mog/4-X4V8phqZvCT3C242OXNgLam6GBbJ6Y4lW4zwAeKZ4),24_ GreenamyerG_1985-Photo2016.3.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/o9Rj0cARispAIhbCd39HXw/vcgsTOHXY6jpcD84d6m6Bk86ihYOKCqHsyrlcj6iF-MrS1HqtjOdOvJeVODmVURC2noamgIQFYt5l8OdI2-O0A/ESDZBgu5j3DBAU9BV1oA-Ww6vQ35AhhvGqKspWaerBE),24_ GreenamyerG_1985-Photo2016.2.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/Vw0Hviw9oQlliVj0QrtoMg/65JRubac2ei32j0qB6zgH_I5skVIVcJgharxAG-G5oCdy11cLUbilHD57Ka6LYfkSJQGeNwP77KMPYakoC5TvQ/zNFelBvKW9ECUmzMKpSgAd-YykhNgQb1J85CZbYy2-M)",,,7 ft. 4 in. x 8 ft. x 23 in.,Male,,,checked,,,,,District 4,Glen Oaks,Loch Raven,2557,,Condition assessment (1991),"very dirty, black specks on polychrome firemen and house, rusted bolts on base, concrete base is porous and retains dirt",,39.359277,-76.597346,12/8/2022 2:54pm
1985.005.XXX.DaGer,John Eager Howard,1985,Howard Street and Center Street,Intersection,David Gerlach,Sculpture,in place,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21201,Howard Park,,Howard Park,Outdoor,steel,3 soldiers with muskets raised,"1985.005.XXX.DaGer.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/-YvOfZCSJdjm3zm-BGX8Zw/wzpPBYsKTQ73_12J-6GBDOT4RpYdN4CPb9n4ib_1uPaiEANUnWPj3DtDKpyEHWdU/c0uV_YdTUNDgUFzNM9texD2foLftgEbniYi7JApAW-Q),1985.005.XXX.DaGer (3).JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/YLbPZhN4DpgIN41UMADyFQ/hZ9fEUt0D7YH4Inx3kSDOvVW8lBkGtHXyundrqi4mFWKEilNkuQsVaDDN5fS9O0a/DgoqpMY5EGa6iB5nXv8zOCCIu2WmNdiY3oPuL8-ui58),1985.005.XXX.DaGer (2).JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/Y9c0pcEFxGkuRDmcP0l_-g/hSFVqOOVVypn_xzYwnbGali3MZKotkFOBwahiisFUMXLVupQJf9kkgD5K4WrX7cX/7GP6FGkAta41igt68k2hLbFGryKFkQNAWuEWy6s8tkY)",John Eager Howard,,7 ft. 4 in. x 5 ft. 8 in. x 10 ft,Male,,,,,,,node/6515781483,District 11,Mount Vernon,Downtown/Seton Hill,5215,,,,,39.296536,-76.620465,12/8/2022 2:54pm
1985.002.XXX.ScBur,Pearlstone Park,1985,Preston Street and Cathedral Street,Intersection,Scott Burton,Monument,in place,,,,,,,,,Baltimore,MD,21217,,,,Outdoor,"brick,concrete",,,,,Lights: each approx. 180 1/2 x 52 x 27 in.; Settees: each approx. 43 1/2 x 78 x 52 in.,Male,,,checked,,,,way/231095744,District 11,Mid-Town Belvedere,Midtown,8356,,Condition assessment (1991),"graffiti on every element, chiping and gouges occur primarily on edges of concrete seats, moss growth on northern side if eavh element, black crusts,",,39.304591,-76.620089,12/8/2022 2:54pm
1985.001.XXX.PaAle,Unknown,1985,6101 Old Harford Road,,Pat Alexander,Mosaic,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21214,Hamilton MS,Interior,Hamilton MS,Indoor,ceramic tile,,,,,9' x 11',Female,,,,,,,,District 3,Westfield,Harford/Echodale,7989,,,,,39.359750,-76.557662,12/8/2022 2:54pm
1985.003.XXX.SaFar,Unknown,1985,6101 Old Harford Road,,Saul Farber,Stained glass,,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21214,Hamilton MS,Interior; over entrance,Hamilton MS,Indoor,stained glass,12 stained glass panels,,,,,Male,,,,,,,,District 3,Westfield,Harford/Echodale,5408,,,,,39.359818,-76.557764,12/8/2022 2:54pm
1985.004.XXX.JoFer,Veronica,1985,6700 block of Park Heights Avenue,Block,John D. Ferguson,Sculpture,,,,,,,,,,Baltimore,MD,21215,,Between Labyrinth Rd. and Clarinth Rd.,,,corten steel,,,,,11 ft. x 10 ft. x 6 ft. 6 in.,Male,,,checked,,,,,District 5,Arlington,Pimlico/Arlington/Hilltop,9215,,Condition assessment (1991),"all welds are holding, there are signs of corrosion at the base, some flaking of the steel at the base, water must be retained at the base, birds sit on the piece and guano is a problem",,39.3455699999999,-76.68362,12/8/2022 2:54pm
1984.009.PfA.NaGib,African-American Leaders Portraits,1984,2301 Gwynns Falls Parkway,,Nathaniel Gibbs,Mural,in place,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,2/1/1984,,Baltimore,MD,21217,Frederick Douglass HS,Second floor near media center,Frederick Douglass HS,,oil on canvas,,"1984.009.PfA.NaGib-Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/fWWlpgGQtGWpWgi8-nqzrQ/9_3dAlW77boJZRPgr3nLqHTHa5kCs0osC2p9mdLlRW6tMhu6KHZbcOwYyTJTZx_EO3SFnHDC_h4nzkcGHdNLcA/ZtfVk7phy0vf028_NfkF6dIgPE9NeeJIyoYLXXkCh5g),1984.009.PfA.NaGib-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1670558400000/z9FmZcckIgh1985SKLhj7A/JR6-zJZ6EvjiC1v_-Wa_aomUVxyevFInFxDOa9Y-WmnByGPQkDKjpMXLy1D38FpoSwaoNWAXFmdZs06eaTlurg/EtPWxgKRhQ6b9x3VkjqEfwa3eZJSHPPq65HVndKffPI)",,,,Male,,,,,,,,District 7,Mondawmin,Greater Mondawmin,8362,,,,,39.315681672388,-76.6553743821003,12/8/2022 2:54pm
1984.006.XXX.JoSil,Birth of Venus,1984,31 Hopkins Plaza,,Jonathan Silver,Sculpture,in place – unconfirmed,,,,,,,,,Baltimore,MD,21201,Charles Center,South of the Mechanic Theater,,,bronze,7' cast bronze of Venus,"16b_Silver J_1984.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/kGpiG_ZgzYpkfy1uutHhtQ/-YRHEF10oGzq2Fb8P6NHK47HafUX0hAapFW0ygsqIJY-qDBW2zYfiVaG2WbdC1iM/Isca6fhSzG0THja62ggK7JvmE69n6PBOSr462WT0slU),16a_Silver J_1984.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/hFHNK1Y37ixAkQLdwUj9zQ/qkzcf643b249_CnhVv1Rvo1o8DijZUcV4CG1T9WfUijbnoE8gKak_I0jNzMGTqVy/kcHHXZFx97OICX4wUcKH5Trj4BwMeQK6fXCmjBLVKEY),16_Silver J_1984.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/qA1c55wZXJwCWTmlCSB7ZQ/BFnB-ZxMqT_gIxzXZcahh-ymev9OSBMPFH1z0hgGV_TRayzxI23L-o-WlXiStUdg/r6Do9uhOa7qKsaIjL87QjEpY-NDmn9fXb1Iq54vkmWY)",,,86 x 21 x 21 in.,Male,,"some patina, needs cleaning and wax; surface breaking down, dull, differential corrosion, guano",checked,,,,node/5757054750,District 11,Downtown,Downtown/Seton Hill,5201,,"Condition assessment (2009),Condition assessment (1991)","some patina, needs cleaning and wax, surface breaking down, dull, differential corrosion, guano",,39.288614,-76.616685,12/8/2022 2:54pm
1984.003.PfA.NaGib,Bulletin Board,1984,2301 Gwynns Falls Parkway,,Nathaniel Gibbs,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Frederick Douglass HS,"Second floor, B wing hallway near media center",Frederick Douglass HS,,oil on canvas,,,,,,Male,,,,,,,,District 7,Mondawmin,Greater Mondawmin,8443,,,,,39.315681672388,-76.6553743821003,12/8/2022 2:54pm
1984.001.XXX.BiAnu,Christopher Columbus,1984,Eastern Avenue and E. Falls Avenue,Intersection,Bigarani Anuro,"Monument,Sculpture",demolished,,,,,,,,,Baltimore,MD,21202,Columbus Square,,,Outdoor,marble,Marble columbus on pedestal in park,"419b_Bigarani A_1984.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/yWP5PiWFYxnKFU2bsXl26A/ubHp1FGFu4s4lm3TKLw0Q0aDnwvg4yPz2skPqPR4VBaCSgTFJqdBNcSW7HBEa6zE/6p0Z78dtN9X3z_6hxDG7Xr0Lq_BOR70loLg7spW1rcI),419a_Bigarani A_1984.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/peomjXhVXKTulw5dbqN2Kw/-zMiQLadAwzvBBz7dUhPYv8EYp49Gft3eIhTMqJ4McKYM17EAWgoqIedbw6v2n8p/Ij4sMkLgQOjVFVCuHBx7FGZ4IJB6A26UANCjRqXfyyg),419_Bigarani A_1984.JPG (https://v5.airtableusercontent.com/v1/13/13/1670558400000/Va8SzbP_eReXnxvIT0Skww/ybME-4Ak-28lNuGvYMu2ltfsh1j0HnpPGd-S0aEr6fbBGmxznPVtVliT3L4Msua4/-92hzLdObkuR8VTzrMI57_5UITEsr88tClMpB11i2uc)",Christopher Columbus,,88 x 30 x 30 in.  (?),,,,,,,,node/2504064377,District 1,Inner Harbor,Harbor East/Little Italy,9039,,Condition assessment (2009),paint in letters is worn/fading,,39.285351,-76.603719,12/8/2022 2:54pm
